,Level of study?,Age?,Used smartphone/computer/laptop previously before online class?,Result increased after online education  (comparatively)?,Knowledge increased after online education (comparatively)?,Happy with online education?,Education Institute Area?,Have Internet availability?,Broadband / Mobile Internet?,Total hours of study before online education?,Total hours of study after online education?,Class performance increased in online education?,Institute Type,Current location (During Study) ?,Gender,Faced any issue with online class?,Preferred device for an online course
2388,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,No,Public,Rural,Female,Yes,Mobile
2389,Upto HSC,21.0,Yes,Yes,No,Yes,Urban,No,Mobile Internet,4,3,Yes,Private,Urban,Female,Yes,Mobile
2390,Hons or Grater,24.0,Yes,Yes,No,No,Urban,No,Broadband,3,3,No,Public,Urban,Female,No,Computer
2391,Hons or Grater,23.0,Yes,No,Yes,No,Rural,No,Mobile Internet,6,3,Yes,Private,Urban,Female,No,Computer
2393,Upto HSC,22.0,No,No,No,No,Urban,No,Broadband,5,4,No,Private,Urban,Female,Yes,Mobile
2395,Hons or Grater,26.0,Yes,Yes,No,No,Rural,No,Broadband,3,2,No,Public,Rural,Male,Yes,Computer
2396,Upto HSC,21.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,Yes,Private,Urban,Female,No,Computer
2398,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,Yes,Private,Rural,Male,No,Mobile
2399,Hons or Grater,26.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,3,Yes,Private,Urban,Female,No,Computer
2400,Hons or Grater,23.0,Yes,No,No,Yes,Urban,No,Mobile Internet,5,3,No,Public,Urban,Male,Yes,Computer
2401,Hons or Grater,21.0,Yes,No,Yes,Yes,Urban,No,Mobile Internet,3,4,Yes,Private,Urban,Male,Yes,Computer
2404,Hons or Grater,25.0,Yes,Yes,No,Yes,Rural,No,Mobile Internet,6,3,No,Private,Rural,Female,Yes,Mobile
2405,Upto HSC,21.0,Yes,Yes,No,Yes,Urban,No,Mobile Internet,4,3,Yes,Public,Urban,Male,Yes,Computer
2406,Hons or Grater,23.0,Yes,No,No,Yes,Urban,No,Mobile Internet,4,4,Yes,Private,Rural,Male,Yes,Mobile
2407,Hons or Grater,25.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,3,2,Yes,Public,Urban,Male,No,Computer
2408,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,No,Mobile Internet,3,2,No,Public,Urban,Female,Yes,Mobile
2409,Hons or Grater,24.0,Yes,Yes,No,No,Rural,Yes,Broadband,5,2,No,Public,Rural,Male,Yes,Mobile
2415,Hons or Grater,22.0,No,Yes,No,No,Urban,No,Broadband,4,2,Yes,Public,Urban,Male,No,Mobile
2416,Hons or Grater,21.0,Yes,No,Yes,No,Urban,No,Mobile Internet,5,2,No,Public,Rural,Male,Yes,Mobile
2421,Hons or Grater,22.0,Yes,Yes,No,No,Urban,No,Mobile Internet,4,3,No,Private,Urban,Male,No,Mobile
2422,Hons or Grater,23.0,Yes,No,No,Yes,Urban,No,Mobile Internet,4,4,Yes,Public,Urban,Male,Yes,Mobile
2424,Hons or Grater,26.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,2,No,Private,Urban,Male,Yes,Computer
2425,Upto HSC,21.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,3,3,Yes,Private,Rural,Male,No,Computer
2426,Hons or Grater,22.0,No,No,Yes,No,Urban,No,Mobile Internet,3,3,No,Public,Urban,Female,Yes,Computer
2428,Hons or Grater,26.0,Yes,Yes,No,Yes,Rural,No,Mobile Internet,4,2,No,Private,Urban,Female,No,Computer
2429,Upto HSC,19.0,Yes,No,Yes,No,Urban,No,Broadband,5,4,Yes,Private,Rural,Male,Yes,Mobile
2430,Hons or Grater,24.0,Yes,No,Yes,No,Urban,No,Mobile Internet,4,3,No,Public,Urban,Male,Yes,Computer
2431,Hons or Grater,23.0,Yes,No,Yes,No,Urban,No,Broadband,3,2,No,Public,Urban,Male,Yes,Mobile
2434,Upto HSC,21.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,5,3,No,Private,Urban,Male,No,Mobile
2435,Upto HSC,21.0,Yes,No,Yes,Yes,Rural,No,Broadband,5,3,Yes,Public,Rural,Male,Yes,Computer
2436,Hons or Grater,25.0,Yes,Yes,No,No,Rural,No,Broadband,6,2,No,Public,Urban,Male,Yes,Mobile
2437,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,4,Yes,Public,Urban,Female,Yes,Computer
2438,Hons or Grater,26.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,4,No,Private,Urban,Female,No,Computer
2440,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,2,Yes,Private,Urban,Female,No,Computer
2441,Hons or Grater,22.0,Yes,No,No,Yes,Urban,No,Broadband,4,2,No,Private,Urban,Female,Yes,Computer
2442,Hons or Grater,23.0,Yes,Yes,No,Yes,Urban,No,Broadband,4,3,Yes,Public,Rural,Female,Yes,Mobile
2443,Hons or Grater,21.0,Yes,No,Yes,No,Urban,No,Broadband,4,3,No,Public,Urban,Female,No,Computer
2444,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,6,4,Yes,Private,Rural,Male,Yes,Computer
2445,Hons or Grater,23.0,Yes,No,Yes,No,Urban,No,Broadband,3,4,Yes,Public,Urban,Male,Yes,Mobile
2446,Hons or Grater,24.0,Yes,No,No,Yes,Urban,No,Mobile Internet,3,4,No,Private,Rural,Female,No,Mobile
2448,Upto HSC,21.0,Yes,Yes,No,Yes,Rural,Yes,Mobile Internet,4,3,No,Private,Urban,Male,Yes,Computer
2450,Hons or Grater,22.0,Yes,No,No,Yes,Urban,No,Mobile Internet,3,3,No,Private,Rural,Male,Yes,Computer
2452,Hons or Grater,21.0,Yes,No,Yes,Yes,Rural,No,Mobile Internet,5,3,Yes,Private,Rural,Female,Yes,Computer
2453,Upto HSC,23.0,Yes,No,No,Yes,Urban,No,Mobile Internet,3,3,Yes,Public,Urban,Male,Yes,Mobile
2456,Upto HSC,18.0,Yes,No,No,No,Urban,No,Mobile Internet,6,4,Yes,Private,Rural,Male,Yes,Computer
2458,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,4,No,Private,Urban,Male,Yes,Mobile
2460,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,No,Public,Rural,Male,No,Computer
2461,Hons or Grater,22.0,Yes,No,Yes,No,Rural,No,Mobile Internet,6,3,Yes,Private,Urban,Female,Yes,Computer
2462,Hons or Grater,23.0,Yes,No,No,No,Rural,No,Broadband,5,2,No,Private,Rural,Female,Yes,Mobile
2463,Hons or Grater,26.0,Yes,Yes,No,No,Urban,No,Mobile Internet,4,2,No,Public,Rural,Male,No,Mobile
2465,Upto HSC,26.0,Yes,No,No,No,Urban,No,Mobile Internet,4,2,No,Public,Urban,Female,Yes,Computer
2466,Hons or Grater,25.0,Yes,Yes,No,No,Urban,No,Broadband,5,3,Yes,Private,Urban,Male,No,Mobile
2467,Hons or Grater,26.0,Yes,Yes,No,Yes,Rural,No,Broadband,4,2,No,Private,Rural,Female,No,Computer
2468,Hons or Grater,22.0,Yes,No,No,Yes,Urban,No,Broadband,4,3,Yes,Private,Urban,Male,No,Mobile
2469,Upto HSC,24.0,Yes,No,No,No,Urban,No,Broadband,6,3,Yes,Private,Urban,Male,Yes,Computer
2470,Hons or Grater,23.0,Yes,No,Yes,No,Urban,No,Mobile Internet,4,3,No,Public,Rural,Female,No,Computer
2471,Hons or Grater,25.0,Yes,No,No,Yes,Urban,No,Mobile Internet,4,3,No,Private,Rural,Female,No,Computer
2472,Hons or Grater,25.0,Yes,Yes,No,Yes,Urban,No,Mobile Internet,4,4,No,Public,Urban,Male,Yes,Computer
2475,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,4,Yes,Private,Rural,Male,Yes,Mobile
2476,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,No,Broadband,4,3,Yes,Private,Rural,Male,Yes,Computer
2477,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,3,No,Public,Urban,Female,Yes,Computer
2478,Upto HSC,22.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,4,No,Public,Rural,Male,No,Computer
2480,Upto HSC,26.0,Yes,No,Yes,No,Urban,No,Broadband,5,3,No,Public,Urban,Male,Yes,Computer
2482,Hons or Grater,22.0,Yes,No,No,No,Rural,No,Broadband,5,3,No,Private,Rural,Male,Yes,Computer
2483,Hons or Grater,22.0,No,Yes,No,No,Urban,Yes,Mobile Internet,6,4,Yes,Public,Rural,Female,Yes,Mobile
2486,Hons or Grater,22.0,Yes,No,Yes,Yes,Urban,No,Broadband,5,3,Yes,Private,Urban,Female,Yes,Computer
2487,Hons or Grater,25.0,Yes,No,Yes,No,Urban,No,Mobile Internet,5,3,Yes,Public,Rural,Male,Yes,Mobile
2488,Hons or Grater,22.0,Yes,Yes,No,No,Urban,No,Broadband,5,4,No,Private,Rural,Male,No,Computer
2490,Upto HSC,22.0,Yes,No,Yes,Yes,Urban,No,Mobile Internet,4,2,No,Private,Urban,Female,Yes,Mobile
2491,Hons or Grater,26.0,Yes,No,No,No,Urban,No,Broadband,3,3,No,Public,Urban,Male,Yes,Mobile
2492,Hons or Grater,26.0,Yes,Yes,No,Yes,Rural,Yes,Broadband,5,3,No,Public,Urban,Female,Yes,Computer
2493,Upto HSC,21.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,3,3,Yes,Private,Rural,Male,Yes,Computer
2494,Upto HSC,18.0,Yes,No,No,No,Urban,No,Mobile Internet,4,2,No,Public,Rural,Female,Yes,Computer
2497,Hons or Grater,24.0,Yes,No,No,No,Urban,No,Mobile Internet,4,4,Yes,Public,Urban,Female,Yes,Computer
2498,Hons or Grater,22.0,No,No,Yes,No,Urban,No,Mobile Internet,6,4,Yes,Private,Urban,Female,No,Computer
2499,Upto HSC,21.0,Yes,No,No,Yes,Urban,No,Mobile Internet,5,3,Yes,Public,Urban,Male,Yes,Computer
2500,Hons or Grater,26.0,Yes,No,No,No,Urban,No,Mobile Internet,3,2,No,Private,Rural,Female,Yes,Computer
2501,Hons or Grater,25.0,Yes,Yes,No,Yes,Urban,No,Mobile Internet,5,3,Yes,Private,Rural,Male,Yes,Computer
2503,Hons or Grater,21.0,Yes,No,No,No,Urban,No,Mobile Internet,4,2,Yes,Public,Rural,Female,Yes,Computer
2504,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,Yes,Private,Rural,Female,Yes,Computer
2505,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,3,Yes,Private,Rural,Male,Yes,Computer
2508,Hons or Grater,26.0,Yes,Yes,No,No,Rural,No,Mobile Internet,3,3,No,Public,Rural,Male,Yes,Computer
2510,Hons or Grater,23.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,4,No,Private,Rural,Male,Yes,Computer
2511,Hons or Grater,22.0,Yes,No,No,Yes,Rural,No,Broadband,5,2,Yes,Private,Urban,Male,No,Computer
2512,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,3,No,Private,Urban,Male,No,Mobile
2515,Hons or Grater,23.0,Yes,Yes,No,No,Rural,Yes,Broadband,3,3,No,Public,Urban,Female,Yes,Mobile
2516,Upto HSC,21.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,2,Yes,Private,Rural,Female,No,Computer
2517,Hons or Grater,25.0,No,No,Yes,No,Urban,No,Mobile Internet,3,3,No,Private,Urban,Female,Yes,Computer
2518,Upto HSC,21.0,Yes,No,No,Yes,Rural,No,Broadband,6,3,No,Private,Urban,Male,Yes,Computer
2519,Upto HSC,18.0,No,Yes,No,No,Urban,Yes,Mobile Internet,5,3,Yes,Public,Urban,Male,Yes,Computer
2520,Hons or Grater,24.0,Yes,No,No,No,Urban,No,Broadband,6,3,No,Private,Rural,Male,Yes,Computer
2521,Upto HSC,18.0,Yes,No,No,No,Urban,No,Mobile Internet,5,2,Yes,Public,Rural,Female,No,Computer
2523,Hons or Grater,24.0,Yes,No,No,Yes,Urban,No,Broadband,5,3,No,Public,Rural,Female,Yes,Computer
2524,Hons or Grater,25.0,Yes,No,No,No,Urban,No,Broadband,6,4,No,Private,Urban,Male,No,Computer
2525,Upto HSC,26.0,No,No,No,No,Urban,No,Mobile Internet,4,2,Yes,Public,Urban,Male,Yes,Computer
2529,Hons or Grater,25.0,Yes,No,Yes,Yes,Rural,No,Broadband,5,4,Yes,Private,Urban,Female,No,Computer
2530,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,No,Public,Urban,Male,No,Computer
2531,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,4,No,Public,Rural,Female,No,Computer
2534,Hons or Grater,21.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,6,2,Yes,Private,Urban,Female,Yes,Computer
2535,Upto HSC,26.0,Yes,No,No,No,Urban,No,Broadband,5,2,Yes,Private,Urban,Male,Yes,Computer
2538,Hons or Grater,22.0,No,Yes,No,No,Rural,No,Broadband,6,3,No,Private,Urban,Female,Yes,Computer
2540,Hons or Grater,24.0,Yes,No,Yes,Yes,Urban,No,Mobile Internet,4,3,Yes,Public,Urban,Female,Yes,Computer
2541,Upto HSC,23.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,6,2,No,Private,Urban,Female,Yes,Mobile
2542,Hons or Grater,23.0,Yes,No,Yes,No,Rural,No,Mobile Internet,6,2,Yes,Private,Urban,Male,Yes,Computer
2545,Upto HSC,24.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,4,2,No,Private,Rural,Female,Yes,Mobile
2546,Hons or Grater,23.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,5,4,No,Private,Urban,Male,Yes,Computer
2548,Upto HSC,18.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,3,No,Public,Rural,Female,Yes,Computer
2549,Upto HSC,20.0,Yes,Yes,No,No,Urban,No,Mobile Internet,4,3,No,Public,Rural,Male,Yes,Mobile
2550,Hons or Grater,23.0,Yes,Yes,No,No,Rural,No,Mobile Internet,4,3,Yes,Public,Urban,Female,No,Mobile
2552,Upto HSC,19.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,3,Yes,Private,Urban,Male,Yes,Computer
2553,Hons or Grater,22.0,Yes,No,Yes,No,Rural,No,Mobile Internet,4,3,Yes,Private,Urban,Female,No,Mobile
2557,Hons or Grater,24.0,Yes,Yes,No,Yes,Rural,Yes,Mobile Internet,3,2,No,Private,Urban,Male,No,Computer
2558,Hons or Grater,24.0,Yes,No,No,No,Urban,No,Broadband,4,2,Yes,Private,Rural,Male,Yes,Computer
2559,Hons or Grater,23.0,Yes,No,No,No,Urban,No,Mobile Internet,4,2,Yes,Private,Urban,Female,No,Mobile
2561,Hons or Grater,23.0,Yes,No,Yes,No,Urban,No,Broadband,3,2,Yes,Private,Urban,Male,Yes,Mobile
2562,Upto HSC,20.0,Yes,No,Yes,Yes,Urban,No,Broadband,6,4,No,Private,Urban,Male,No,Computer
2564,Hons or Grater,23.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,5,4,No,Private,Rural,Male,Yes,Mobile
2570,Hons or Grater,24.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,5,3,Yes,Private,Rural,Male,Yes,Computer
2571,Upto HSC,24.0,Yes,No,No,Yes,Urban,No,Mobile Internet,3,3,No,Private,Urban,Male,Yes,Computer
2574,Hons or Grater,25.0,Yes,Yes,No,No,Urban,No,Mobile Internet,5,2,No,Public,Urban,Female,Yes,Computer
2575,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,Yes,Private,Rural,Female,Yes,Computer
2576,Hons or Grater,25.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,3,Yes,Public,Rural,Female,Yes,Computer
2577,Upto HSC,21.0,Yes,Yes,No,Yes,Rural,Yes,Mobile Internet,4,4,Yes,Private,Urban,Male,Yes,Computer
2578,Upto HSC,18.0,Yes,No,No,No,Urban,No,Mobile Internet,4,2,No,Public,Urban,Female,Yes,Computer
2580,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,6,3,Yes,Private,Urban,Female,Yes,Mobile
2581,Hons or Grater,26.0,Yes,Yes,No,No,Urban,No,Mobile Internet,5,2,No,Private,Urban,Female,No,Computer
2584,Hons or Grater,22.0,Yes,No,Yes,No,Urban,No,Broadband,5,3,No,Private,Rural,Female,Yes,Mobile
2585,Hons or Grater,23.0,Yes,Yes,No,No,Urban,No,Broadband,4,3,Yes,Private,Urban,Male,Yes,Computer
2587,Hons or Grater,24.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,4,4,Yes,Private,Urban,Female,Yes,Computer
2588,Hons or Grater,22.0,Yes,No,No,No,Urban,No,Mobile Internet,4,3,Yes,Public,Urban,Male,Yes,Mobile
2589,Hons or Grater,24.0,Yes,No,Yes,Yes,Urban,No,Broadband,4,3,Yes,Private,Urban,Male,Yes,Computer
2590,Hons or Grater,23.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,3,Yes,Public,Urban,Male,No,Computer
2591,Upto HSC,21.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,2,Yes,Public,Urban,Male,No,Computer
2592,Hons or Grater,22.0,No,No,No,No,Urban,No,Broadband,5,3,Yes,Private,Urban,Female,Yes,Computer
2593,Hons or Grater,21.0,Yes,No,No,No,Rural,No,Broadband,4,4,No,Private,Rural,Male,No,Computer
2594,Upto HSC,18.0,No,Yes,No,No,Urban,No,Mobile Internet,4,4,No,Private,Urban,Male,Yes,Computer
2595,Hons or Grater,25.0,Yes,No,No,No,Urban,No,Broadband,4,3,No,Private,Rural,Female,Yes,Computer
2598,Hons or Grater,22.0,Yes,No,Yes,No,Urban,No,Broadband,5,3,Yes,Private,Rural,Male,Yes,Computer
2599,Hons or Grater,26.0,Yes,No,No,No,Rural,No,Broadband,4,2,Yes,Public,Rural,Female,Yes,Computer
2600,Hons or Grater,21.0,Yes,No,No,Yes,Urban,No,Broadband,5,4,Yes,Private,Urban,Male,No,Computer
2602,Hons or Grater,25.0,Yes,Yes,No,No,Urban,No,Broadband,5,4,No,Private,Rural,Female,No,Computer
2603,Upto HSC,21.0,Yes,Yes,No,No,Rural,No,Broadband,4,3,Yes,Private,Urban,Male,Yes,Mobile
2605,Hons or Grater,25.0,Yes,Yes,No,No,Urban,No,Mobile Internet,3,3,No,Public,Rural,Male,Yes,Mobile
2606,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,3,No,Private,Rural,Female,Yes,Computer
2609,Hons or Grater,21.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,5,4,No,Public,Rural,Female,No,Computer
2610,Hons or Grater,21.0,Yes,No,Yes,No,Urban,No,Broadband,6,2,No,Public,Rural,Female,Yes,Mobile
2612,Hons or Grater,21.0,Yes,No,Yes,No,Rural,No,Broadband,3,3,Yes,Private,Urban,Male,Yes,Computer
2617,Upto HSC,22.0,Yes,No,No,No,Urban,No,Broadband,3,4,Yes,Private,Rural,Male,No,Computer
2618,Upto HSC,23.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,6,4,No,Private,Urban,Male,Yes,Computer
2619,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,No,Broadband,5,4,Yes,Public,Urban,Male,Yes,Computer
2620,Upto HSC,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,3,Yes,Private,Urban,Female,Yes,Computer
2623,Upto HSC,18.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,3,No,Private,Rural,Female,No,Computer
2624,Upto HSC,20.0,Yes,Yes,No,No,Rural,Yes,Broadband,6,2,Yes,Public,Urban,Male,Yes,Mobile
2625,Hons or Grater,23.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,3,3,No,Public,Rural,Male,Yes,Computer
2627,Upto HSC,19.0,Yes,Yes,No,No,Urban,No,Mobile Internet,4,3,Yes,Private,Urban,Female,No,Computer
2629,Upto HSC,26.0,Yes,No,No,No,Urban,No,Mobile Internet,5,3,No,Private,Urban,Female,Yes,Computer
2630,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,3,Yes,Private,Urban,Male,Yes,Computer
2631,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,3,2,Yes,Private,Urban,Female,Yes,Computer
2632,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,5,2,No,Public,Urban,Female,Yes,Mobile
2633,Hons or Grater,23.0,No,No,No,Yes,Urban,No,Broadband,3,4,Yes,Private,Urban,Male,No,Mobile
2635,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,4,Yes,Private,Rural,Male,Yes,Computer
2636,Upto HSC,21.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,3,2,Yes,Private,Urban,Male,No,Computer
2637,Hons or Grater,25.0,Yes,No,Yes,No,Urban,No,Mobile Internet,3,3,Yes,Private,Urban,Female,No,Computer
2638,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,6,3,Yes,Private,Urban,Male,No,Computer
2641,Hons or Grater,22.0,Yes,No,No,No,Urban,No,Broadband,6,3,No,Private,Urban,Female,No,Mobile
2642,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,Yes,Private,Urban,Male,Yes,Computer
2646,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,No,Broadband,4,2,No,Public,Urban,Male,No,Computer
2647,Hons or Grater,22.0,Yes,No,Yes,No,Urban,No,Mobile Internet,3,3,No,Private,Rural,Male,Yes,Computer
2649,Hons or Grater,23.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,3,4,No,Public,Rural,Male,Yes,Mobile
2650,Upto HSC,21.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,4,No,Private,Urban,Female,Yes,Computer
2656,Upto HSC,20.0,Yes,No,No,Yes,Rural,No,Mobile Internet,4,3,Yes,Private,Rural,Male,Yes,Mobile
2657,Hons or Grater,22.0,Yes,No,Yes,Yes,Rural,No,Broadband,4,3,Yes,Public,Urban,Female,Yes,Computer
2659,Hons or Grater,24.0,Yes,No,No,No,Urban,No,Mobile Internet,5,3,Yes,Private,Rural,Male,Yes,Mobile
2660,Hons or Grater,21.0,Yes,No,No,No,Urban,No,Mobile Internet,6,3,Yes,Public,Rural,Female,Yes,Computer
2663,Hons or Grater,24.0,Yes,No,No,No,Urban,No,Mobile Internet,4,3,No,Public,Urban,Female,Yes,Computer
2665,Hons or Grater,24.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,4,3,Yes,Private,Rural,Female,Yes,Computer
2666,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,4,3,Yes,Private,Urban,Female,No,Mobile
2669,Hons or Grater,25.0,Yes,No,Yes,No,Rural,No,Mobile Internet,5,3,No,Private,Urban,Female,No,Mobile
2671,Hons or Grater,26.0,Yes,No,No,No,Urban,No,Broadband,4,3,No,Private,Rural,Female,No,Mobile
2672,Hons or Grater,22.0,No,Yes,No,No,Urban,Yes,Broadband,5,4,No,Private,Urban,Female,Yes,Mobile
2673,Hons or Grater,23.0,Yes,No,No,No,Urban,No,Broadband,4,4,Yes,Private,Rural,Female,No,Computer
2674,Hons or Grater,22.0,Yes,No,Yes,No,Urban,No,Mobile Internet,5,2,No,Private,Urban,Male,No,Computer
2676,Hons or Grater,26.0,Yes,No,Yes,No,Urban,No,Mobile Internet,5,4,Yes,Private,Rural,Female,Yes,Mobile
2677,Upto HSC,23.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,3,4,Yes,Public,Urban,Male,Yes,Mobile
2678,Hons or Grater,24.0,Yes,Yes,No,No,Rural,Yes,Mobile Internet,4,4,No,Public,Rural,Female,Yes,Computer
2680,Hons or Grater,23.0,Yes,Yes,No,No,Urban,Yes,Broadband,6,4,Yes,Private,Urban,Male,Yes,Computer
2683,Upto HSC,20.0,Yes,Yes,No,Yes,Urban,Yes,Broadband,6,2,Yes,Private,Rural,Male,No,Computer
2684,Hons or Grater,23.0,Yes,Yes,No,Yes,Urban,No,Mobile Internet,6,3,Yes,Private,Urban,Male,Yes,Computer
2685,Hons or Grater,23.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,4,Yes,Private,Urban,Female,Yes,Computer
2686,Upto HSC,19.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,5,3,No,Private,Rural,Female,No,Computer
2687,Upto HSC,18.0,No,No,No,Yes,Urban,No,Mobile Internet,5,3,No,Private,Urban,Female,Yes,Computer
2688,Hons or Grater,21.0,Yes,No,No,No,Rural,No,Mobile Internet,4,2,No,Private,Urban,Male,No,Mobile
2690,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,4,No,Private,Urban,Male,Yes,Mobile
2696,Upto HSC,22.0,Yes,No,No,No,Urban,No,Mobile Internet,5,3,Yes,Public,Urban,Male,Yes,Mobile
2697,Hons or Grater,21.0,Yes,No,No,Yes,Urban,No,Broadband,5,3,No,Private,Rural,Female,No,Computer
2703,Upto HSC,18.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,4,Yes,Public,Urban,Male,Yes,Computer
2704,Hons or Grater,24.0,Yes,Yes,No,Yes,Rural,Yes,Broadband,6,4,No,Private,Rural,Female,No,Mobile
2705,Hons or Grater,22.0,Yes,No,Yes,No,Urban,No,Mobile Internet,4,4,No,Public,Urban,Male,Yes,Computer
2707,Hons or Grater,26.0,Yes,No,No,No,Urban,No,Broadband,5,2,No,Public,Urban,Male,No,Mobile
2708,Hons or Grater,25.0,Yes,Yes,No,No,Urban,No,Mobile Internet,4,3,Yes,Public,Rural,Female,Yes,Computer
2709,Hons or Grater,24.0,Yes,Yes,No,Yes,Urban,No,Broadband,5,4,No,Private,Urban,Female,No,Computer
2710,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Broadband,5,3,No,Public,Urban,Female,No,Mobile
2711,Upto HSC,21.0,Yes,Yes,No,Yes,Urban,Yes,Mobile Internet,3,3,Yes,Private,Urban,Male,No,Mobile
2712,Upto HSC,22.0,Yes,No,No,Yes,Urban,No,Mobile Internet,4,4,Yes,Public,Rural,Female,Yes,Mobile
2713,Hons or Grater,25.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,6,2,No,Public,Rural,Male,No,Computer
2714,Hons or Grater,24.0,Yes,Yes,No,No,Urban,No,Mobile Internet,5,3,No,Private,Urban,Male,No,Computer
2715,Hons or Grater,26.0,Yes,Yes,No,No,Urban,Yes,Broadband,4,3,No,Private,Rural,Female,Yes,Computer
2718,Hons or Grater,23.0,Yes,No,No,Yes,Urban,No,Mobile Internet,5,3,Yes,Public,Urban,Female,Yes,Computer
2719,Hons or Grater,23.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,4,3,No,Public,Rural,Male,Yes,Computer
2720,Hons or Grater,25.0,Yes,No,Yes,No,Rural,No,Broadband,5,4,No,Public,Urban,Female,Yes,Mobile
2721,Hons or Grater,24.0,Yes,Yes,No,No,Urban,Yes,Mobile Internet,3,4,Yes,Private,Urban,Male,No,Computer
2722,Upto HSC,22.0,Yes,Yes,No,No,Urban,No,Broadband,6,4,No,Public,Urban,Male,Yes,Computer
2723,Hons or Grater,26.0,Yes,Yes,No,Yes,Urban,No,Broadband,6,2,Yes,Private,Urban,Female,No,Computer
